Name,Phone Number,Email,Water Bill,Electricity Bill,Rent,Grocery Bill,Maintenance,Food Expenditure,Entertainment Expenditure,EMIs,Other Payments,Loan Repayment,Loans Taken,Water Bill Delay (Days),Electricity Bill Delay (Days),Rent Delay (Days),Grocery Bill Delay (Days),Maintenance Delay (Days),Food Expenditure Delay (Days),Entertainment Expenditure Delay (Days),EMIs Delay (Days),Other Payments Delay (Days),Loan Repayment Delay (Days),Credit Score,Season,Mobile Recharges,Online Purchases,Transaction Count,Average Transaction Amount,Active Contacts,Social App Activity
Michael Sharma,+917510792572,michaelsharma315@example.com,589.73,4599.46,22775.25,6501.92,1814.45,2396.76,5655.85,4811.5,1833.63,0.0,0.0,0,8,0,0,0,0,0,0,0,0,750,Spring,4,3,85,523.46,151,23
James Anderson,+919435407619,jamesanderson627@yahoo.com,318.31,1773.43,86996.4,26194.0,1150.16,933.2,6032.49,2316.71,3738.12,3709.81,76016.16,0,0,0,0,0,0,0,0,0,0,820,Spring,7,7,98,589.82,192,6
Suresh Chopra,+917871901278,sureshchopra507@gmail.com,1078.5,3238.12,60695.72,6113.14,5639.75,2167.06,3293.57,7219.83,878.09,2404.67,59497.87,0,0,0,0,0,0,0,0,0,5,821,Spring,5,5,110,970.11,243,6
Sonia Garcia,+919110335359,soniagarcia179@example.com,331.54,2753.29,44406.87,5592.58,1277.83,764.24,16338.02,9401.08,5103.73,0.0,0.0,0,0,0,0,0,0,0,0,0,0,711,Monsoon,7,6,100,548.0,116,20
Ashley Anderson,+916115820025,ashleyanderson938@example.com,186.91,6308.0,58370.57,22091.86,1656.13,1845.76,671.15,3596.33,2918.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,762,Summer,7,9,111,781.0,129,5
Priya Davis,+916582824840,priyadavis897@example.com,619.12,1355.62,15169.23,5487.25,1738.6,862.17,5378.6,6824.15,2209.03,0.0,0.0,0,0,0,0,0,0,0,0,5,0,690,Monsoon,4,6,88,1562.11,152,88
Ananya Joshi,+917628238707,ananyajoshi345@yahoo.com,100.2,426.29,51771.9,8934.81,1359.92,1062.48,3417.23,6218.61,1452.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,860,Spring,5,7,136,5908.15,134,181
Ravi Johnson,+919269456693,ravijohnson910@example.com,290.89,4378.67,16994.71,9152.18,11908.25,2057.44,8459.17,4432.05,359.39,4910.75,291985.19,0,0,0,0,0,0,0,0,0,0,716,Winter,3,12,39,385.92,150,138
Daniel Miller,+917083497965,danielmiller864@gmail.com,602.48,2035.29,35845.24,10005.21,3822.55,542.47,2759.56,12960.16,2393.88,0.0,0.0,0,0,0,0,0,0,0,0,0,0,805,Spring,7,8,81,566.93,128,43
Aditi Anderson,+916223705953,aditianderson984@hotmail.com,290.77,1075.71,20985.21,4289.94,797.37,801.96,10922.54,1029.31,295.38,1201.79,39745.7,0,0,0,0,0,0,5,2,0,0,644,Monsoon,8,8,60,1516.98,167,31
Jessica Gupta,+919355370399,jessicagupta990@gmail.com,1974.49,724.81,34670.7,6985.38,1002.65,874.13,3423.31,1643.18,2367.35,1943.55,136403.17,0,0,0,2,0,0,0,0,0,1,782,Summer,4,8,104,1766.03,198,77
Meera Iyer,+919604460472,meeraiyer30@outlook.com,326.48,1430.16,26617.85,3766.1,805.92,1664.91,10547.87,6899.27,5891.47,0.0,0.0,0,0,0,0,0,0,0,0,4,0,683,Monsoon,8,9,60,102.68,173,14
Meera Patel,+918033929266,meerapatel695@gmail.com,181.92,2508.29,35913.7,8380.45,529.26,1480.51,21023.69,18318.16,863.26,0.0,0.0,1,1,0,0,0,0,1,0,0,0,811,Monsoon,6,9,110,324.48,201,9
Sunita Joshi,+919293802269,sunitajoshi387@yahoo.com,447.21,5576.7,45170.24,3370.6,1127.06,761.17,14946.87,18417.16,28566.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,865,Summer,8,10,96,267.72,215,33
Dorothy Reddy,+917335901990,dorothyreddy120@outlook.com,104.98,3128.36,41655.64,3320.95,8314.76,2135.65,4006.26,653.53,2957.76,0.0,0.0,0,0,0,0,0,0,0,3,0,0,692,Summer,6,3,81,2275.2,147,6
Divya Taylor,+918909184445,divyataylor939@example.com,156.07,1765.02,61984.19,9795.62,15507.29,3556.81,20588.17,1236.64,6769.51,0.0,0.0,0,0,0,0,0,2,0,0,0,0,785,Spring,8,9,98,723.2,250,13
Melissa Iyer,+916326402374,melissaiyer616@yahoo.com,1084.75,1068.01,43655.96,5915.06,5507.92,897.16,34197.46,1072.97,2201.08,6982.66,139725.75,0,0,0,0,0,0,0,4,0,0,834,Summer,5,9,98,420.56,188,86
Thomas Bansal,+919651981656,thomasbansal710@outlook.com,1398.89,1893.35,25717.43,10674.41,9308.16,808.58,6560.28,2883.61,3469.96,0.0,0.0,0,0,0,0,0,0,0,0,0,0,828,Summer,2,12,94,359.82,301,33
Robert Singh,+917491228808,robertsingh555@example.com,280.42,1717.71,82765.99,3557.88,5191.56,2068.7,21623.1,2388.93,1048.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,748,Winter,11,9,92,436.64,248,10
Akash Gonzalez,+918781177100,akashgonzalez359@gmail.com,227.21,1085.29,37485.54,8476.03,4208.03,334.06,2189.51,11559.9,789.99,1972.99,116117.19,0,0,0,0,0,0,0,1,0,0,722,Spring,5,6,79,993.58,191,39
Sarah Yadav,+917861968817,sarahyadav993@hotmail.com,315.44,1589.93,20178.27,2261.13,4430.27,2207.72,10767.08,3739.07,12341.9,0.0,0.0,0,0,9,0,0,5,0,0,0,0,699,Spring,3,3,73,1381.86,172,43
Melissa Shah,+917870403050,melissashah190@outlook.com,1208.16,1025.61,27655.22,5092.44,9781.01,1157.59,19708.55,4511.3,480.43,0.0,0.0,0,0,19,0,5,9,0,0,0,0,547,Winter,5,4,82,450.69,160,3
Ashley Anderson,+919327059683,ashleyanderson505@example.com,84.19,4444.69,23376.02,10100.38,918.81,2280.63,11415.44,6061.29,668.73,0.0,0.0,4,0,2,0,0,0,0,0,0,0,684,Spring,9,5,86,691.73,177,7
Christopher Moore,+917152750071,christophermoore340@yahoo.com,167.99,1638.16,26330.31,22897.48,8831.53,797.84,774.44,2824.73,2504.21,0.0,0.0,3,0,6,3,0,0,0,7,10,0,561,Summer,6,3,85,530.26,58,40
Riya Rodriguez,+917047385483,riyarodriguez778@example.com,640.04,1158.31,48524.45,10658.86,637.64,1848.83,4810.57,2313.77,13652.21,0.0,0.0,0,1,0,0,0,0,0,4,0,0,783,Spring,7,4,77,963.98,173,7
Sonia Verma,+918123030247,soniaverma881@hotmail.com,135.6,857.29,21884.92,953.65,1862.35,1045.57,6653.83,3985.67,9102.53,0.0,0.0,0,0,0,0,0,0,6,0,0,0,645,Monsoon,6,4,63,2592.75,168,3
Sarah Mishra,+917523961606,sarahmishra826@hotmail.com,147.54,890.87,37160.45,4516.53,2501.4,1016.88,22765.47,2678.44,1696.97,0.0,0.0,0,2,0,0,0,1,6,0,0,0,814,Winter,11,9,100,2168.46,76,44
Riya Jackson,+919011561274,riyajackson911@hotmail.com,503.61,2047.4,33505.7,6531.91,3721.3,2388.02,8043.12,4085.48,1478.21,0.0,0.0,0,0,0,0,0,0,0,0,0,0,847,Summer,10,12,75,176.97,117,35
Emma Iyer,+916367704871,emmaiyer257@example.com,166.04,3660.4,83449.76,6750.81,1071.23,768.72,6205.67,4693.27,17208.09,0.0,0.0,0,0,0,0,1,0,0,0,0,0,613,Spring,5,7,95,591.26,135,139
Lisa Tiwari,+918966144543,lisatiwari497@example.com,660.04,2726.39,35832.96,8296.84,2268.92,568.28,54193.94,6888.76,5287.43,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,9,11,143,575.99,281,16
Aditi Agarwal,+917263732197,aditiagarwal236@example.com,163.92,2572.52,77258.88,4827.18,2927.95,597.09,4064.51,740.62,4559.36,3483.17,192011.4,0,4,0,0,0,0,0,0,0,0,788,Monsoon,7,13,56,1043.32,185,34
Divya Moore,+917584930775,divyamoore494@outlook.com,284.67,2886.93,34896.83,3815.46,613.83,1034.29,1856.29,23753.64,2023.39,0.0,0.0,0,0,0,0,2,8,0,0,0,0,708,Winter,7,4,77,1314.18,167,19
Rashmi Thomas,+917420737819,rashmithomas370@example.com,229.04,1049.44,60711.21,2991.66,2410.4,1721.4,8100.61,11748.56,1443.68,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,8,13,120,720.18,245,130
Divya Joshi,+916990153355,divyajoshi133@yahoo.com,588.7,1133.96,33653.85,13469.7,1074.66,2189.22,6856.06,824.97,2995.89,0.0,0.0,1,0,0,0,3,0,0,3,0,0,762,Winter,4,6,71,1006.67,154,108
Sneha Anderson,+919273579452,snehaanderson716@yahoo.com,89.72,3667.5,35160.7,7157.58,1511.96,926.18,669.0,3203.5,12044.41,0.0,0.0,0,0,0,0,1,0,0,0,0,0,671,Monsoon,4,6,86,496.02,136,26
Pooja Hernandez,+917187556862,poojahernandez751@outlook.com,162.3,2321.25,25038.02,950.7,6670.77,1557.1,8408.95,2296.81,3667.53,0.0,0.0,0,4,0,0,0,0,0,2,0,0,630,Winter,9,5,114,363.78,134,12
Rohit Iyer,+917272368870,rohitiyer242@hotmail.com,1207.95,3752.32,19737.71,6416.16,2995.33,2679.16,2473.27,9944.01,894.06,0.0,0.0,0,0,0,4,0,0,10,0,0,0,587,Monsoon,1,4,94,1051.81,228,37
Divya Sharma,+919040916238,divyasharma556@yahoo.com,791.38,1741.56,49182.53,2085.42,1717.68,4075.29,5251.0,773.65,30708.68,2158.01,154786.22,0,0,0,0,0,1,0,0,0,3,792,Winter,4,9,112,1038.31,191,50
Arjun Kumar,+918376658660,arjunkumar309@yahoo.com,84.29,1485.54,14096.07,9651.35,7471.17,1497.98,2814.0,1756.1,1770.84,0.0,0.0,0,0,0,0,0,0,5,0,1,0,749,Spring,5,13,81,502.27,160,31
Rohit Sharma,+918465587067,rohitsharma301@example.com,89.97,4990.98,29461.7,4601.41,9729.87,774.41,2453.08,1508.0,2248.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,731,Spring,5,9,59,141.89,136,10
Vinod Johnson,+916791835934,vinodjohnson998@gmail.com,748.56,952.03,44670.29,5678.7,1736.59,1924.69,7556.52,2130.72,933.94,0.0,0.0,0,0,0,2,0,0,0,0,0,0,766,Winter,8,10,57,458.3,88,11
Michael Jain,+919530959836,michaeljain76@example.com,475.89,2396.21,36219.5,897.88,1492.35,908.62,2335.99,2371.89,486.88,1588.51,33529.52,1,0,0,2,0,0,0,0,2,13,619,Spring,8,5,111,598.62,234,21
Akash Taylor,+918703448716,akashtaylor712@gmail.com,60.21,4979.28,62446.32,7351.0,4935.01,2489.4,6887.24,1310.31,9071.41,0.0,0.0,0,0,0,0,0,0,0,0,0,0,812,Monsoon,7,7,88,803.62,192,50
Kavya Taylor,+917304963614,kavyataylor97@yahoo.com,274.29,3711.04,30463.67,7814.48,4417.98,1429.79,4194.34,17906.45,6050.76,0.0,0.0,0,0,0,0,0,0,0,0,0,0,823,Summer,9,11,48,2245.86,219,23
Lisa Miller,+918604114475,lisamiller620@outlook.com,368.53,1773.39,43329.85,5584.01,755.26,1524.73,15139.32,3760.72,5197.78,0.0,0.0,6,9,0,0,0,0,0,3,2,0,653,Monsoon,3,6,62,1915.62,139,24
Dorothy Wilson,+917633711193,dorothywilson471@example.com,948.03,6833.96,30603.71,6582.94,1869.42,2527.68,23737.31,1032.31,5359.56,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,8,15,94,2290.1,204,26
Jennifer Davis,+917311598149,jenniferdavis592@outlook.com,267.15,1155.14,17808.79,5652.89,2862.38,4964.97,4053.48,3835.61,479.24,4717.16,128315.69,11,5,0,0,0,0,2,0,0,12,672,Summer,8,7,100,1672.48,159,18
Ashley Yadav,+919275930923,ashleyyadav222@yahoo.com,351.89,2488.0,33368.64,3854.56,4484.98,612.4,6584.41,17381.21,1367.7,743.83,24730.43,0,0,0,0,5,0,4,0,0,0,711,Winter,4,7,110,1027.55,116,33
Joseph Agarwal,+916674555072,josephagarwal255@yahoo.com,355.13,1693.25,29819.94,10669.61,2271.94,1576.75,7117.29,2715.51,2445.38,0.0,0.0,0,0,0,0,0,0,0,0,1,0,779,Summer,4,8,81,3422.8,141,48
Raj Sharma,+917754569613,rajsharma471@outlook.com,217.7,490.86,16554.19,2830.19,2778.26,1880.42,5988.42,2847.32,1417.35,0.0,0.0,0,0,0,0,0,2,0,0,0,0,690,Spring,4,6,96,203.18,139,86
Arun Singh,+916994182853,arunsingh305@hotmail.com,563.43,2141.24,42874.08,3124.41,843.67,1662.05,4797.8,7940.55,2068.01,0.0,0.0,0,0,0,0,4,2,6,0,0,0,698,Spring,3,12,83,481.29,103,57
Akash Pandey,+919968167735,akashpandey280@outlook.com,396.05,2003.04,28976.51,24195.56,7373.43,1858.29,899.1,3350.39,67078.7,0.0,0.0,0,0,0,2,0,0,0,0,1,0,767,Monsoon,5,7,84,1092.56,211,12
Rashmi Jain,+918338877621,rashmijain240@yahoo.com,223.94,738.5,73371.98,2873.33,1795.61,2126.91,2442.37,1082.49,205.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,768,Winter,5,5,85,1013.82,140,5
Kavya Gupta,+916256143439,kavyagupta179@hotmail.com,161.22,2244.43,37897.63,3106.07,6716.64,814.99,1385.21,5721.55,777.43,0.0,0.0,0,0,0,0,0,0,0,1,0,0,657,Winter,8,7,86,645.25,212,15
Vinod Jain,+918013042435,vinodjain715@hotmail.com,123.96,473.41,32676.6,3743.39,11281.58,1735.34,10319.74,4011.24,2733.31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,732,Spring,5,8,100,471.45,164,29
Riya Gonzalez,+918319203166,riyagonzalez515@example.com,1083.27,2735.39,61042.73,2049.2,7006.1,5930.61,1941.21,9148.43,2270.5,1091.87,28694.28,0,0,0,0,0,0,0,0,0,0,696,Summer,9,9,96,137.83,188,0
William Singh,+919820042236,williamsingh452@hotmail.com,353.72,1005.46,40995.05,7195.5,5729.61,3170.28,6814.21,1470.74,818.08,12479.93,404214.97,0,0,0,0,16,0,0,0,0,3,686,Winter,6,6,104,654.05,105,46
Aditi Agarwal,+916983222878,aditiagarwal994@outlook.com,1800.31,2616.17,33244.2,13391.87,3538.96,2191.63,67984.88,3686.8,1807.28,0.0,0.0,0,0,0,0,0,0,2,0,0,0,773,Summer,3,8,91,2415.18,207,30
Daniel Chopra,+918474961963,danielchopra51@yahoo.com,126.05,4237.85,50208.53,4291.23,4475.88,1686.2,21139.15,3843.24,6387.41,0.0,0.0,0,0,0,0,0,0,0,0,6,0,615,Spring,4,10,49,1987.89,230,27
Emma Rodriguez,+919934502656,emmarodriguez294@yahoo.com,113.01,1588.63,24632.12,6456.12,2635.17,2774.82,7545.6,6675.82,4343.84,0.0,0.0,1,0,0,0,0,0,1,0,0,0,782,Spring,5,8,95,253.95,157,60
Richard Lopez,+916391883149,richardlopez491@hotmail.com,249.36,2265.32,39787.56,4157.83,3586.79,4502.36,3761.19,16530.23,16948.94,0.0,0.0,0,2,0,0,0,0,0,0,0,0,805,Spring,5,8,117,1783.41,159,13
Sonia Smith,+918878201524,soniasmith117@yahoo.com,501.27,2715.06,30268.43,3224.17,2752.3,601.07,7151.13,9955.84,496.4,0.0,0.0,0,0,0,0,0,0,0,0,7,0,688,Winter,7,7,51,1815.07,110,61
Sanjay Lopez,+917237886015,sanjaylopez688@example.com,66.98,765.22,15781.2,4618.44,2063.62,687.12,17372.47,1310.09,485.36,0.0,0.0,0,7,0,0,0,0,0,0,0,0,746,Summer,6,10,91,1789.06,138,68
Sunita Agarwal,+917350840898,sunitaagarwal268@hotmail.com,341.04,1605.02,29035.62,1037.18,2052.21,2645.61,3397.96,4165.13,847.28,0.0,0.0,0,0,0,0,0,0,0,0,0,0,662,Summer,6,8,87,966.93,110,49
Dorothy Garcia,+919714762680,dorothygarcia536@gmail.com,383.18,1543.24,36896.43,6848.34,5952.92,2928.31,10593.51,3159.84,5980.33,0.0,0.0,0,0,0,1,0,0,0,6,0,0,734,Spring,6,11,79,509.4,161,99
Sanjay Kumar,+916805660882,sanjaykumar540@hotmail.com,315.81,1312.07,21900.3,6661.51,2456.17,2157.23,17335.48,1747.37,5109.5,0.0,0.0,0,0,0,5,0,0,0,0,0,0,606,Spring,7,6,53,536.92,126,68
Richard Rodriguez,+919264134512,richardrodriguez62@yahoo.com,300.49,1320.78,33513.03,6103.16,2509.02,1738.13,7621.47,3104.2,11987.68,0.0,0.0,0,0,0,0,0,0,7,1,0,0,764,Winter,9,5,111,2347.38,168,38
Lisa Patel,+919984324182,lisapatel304@example.com,358.97,3356.43,34232.17,2955.22,8894.38,2349.57,2615.76,8635.25,23728.32,0.0,0.0,0,0,0,0,0,0,0,0,0,0,860,Spring,6,10,95,988.0,219,16
Sneha Verma,+918705925058,snehaverma633@yahoo.com,186.13,1096.61,75887.91,9780.45,2460.16,887.48,3517.17,18275.07,3202.6,0.0,0.0,0,0,0,0,0,0,0,0,1,0,786,Monsoon,5,9,81,541.46,182,20
Divya Thomas,+916058731376,divyathomas575@example.com,270.01,4441.85,21718.22,4692.2,930.63,1006.41,2685.06,14272.33,1254.29,0.0,0.0,0,0,0,0,0,0,0,0,0,0,824,Summer,4,9,96,449.39,170,41
Suresh Jain,+917981903597,sureshjain979@gmail.com,272.63,4253.06,26617.2,3006.35,2591.37,4038.28,7933.28,5993.78,7902.1,0.0,0.0,0,0,2,0,0,4,0,0,0,0,607,Monsoon,3,6,51,2102.23,228,14
Sarah Malhotra,+918185588660,sarahmalhotra732@hotmail.com,548.05,11598.09,39464.92,24192.44,716.31,801.31,17780.03,946.01,2345.38,0.0,0.0,0,0,0,0,0,0,0,0,1,0,838,Spring,4,7,118,268.07,268,16
Michael Hernandez,+917046816259,michaelhernandez477@outlook.com,512.56,2354.91,64868.74,9186.13,1630.99,1488.74,2093.21,4478.07,10362.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,789,Monsoon,7,8,77,906.77,200,6
Manoj Iyer,+919959393557,manojiyer623@outlook.com,233.02,846.41,74354.95,6773.52,8296.49,1354.32,2950.31,5672.81,1798.94,0.0,0.0,0,0,0,0,0,0,0,3,0,0,709,Monsoon,5,14,60,825.42,87,19
Akash Chopra,+919318614428,akashchopra818@example.com,310.87,1600.37,13022.03,9006.49,9468.36,1231.64,10951.41,1035.56,4700.07,0.0,0.0,0,0,8,0,0,0,3,0,0,0,787,Winter,4,10,79,3729.83,117,139
David Chopra,+919524233168,davidchopra12@hotmail.com,441.63,2577.1,35131.86,11040.08,2469.08,774.53,1596.85,7092.11,1917.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,6,6,65,244.96,165,16
Jennifer Moore,+918834423953,jennifermoore511@yahoo.com,389.44,1478.03,28139.44,18213.0,6601.39,944.44,22290.64,4892.68,7619.07,271.99,16716.94,0,0,0,0,0,0,0,0,0,0,827,Spring,9,9,65,629.83,197,41
James Hernandez,+917482296058,jameshernandez350@outlook.com,497.55,3979.74,43891.92,55718.32,1343.18,649.1,5367.64,1078.33,473.6,0.0,0.0,0,0,1,0,0,0,0,0,0,0,811,Spring,7,13,70,1736.45,228,24
Sunita Smith,+919734910807,sunitasmith203@yahoo.com,261.3,1890.07,36329.18,2708.44,868.13,2681.1,5008.82,10001.42,10310.32,0.0,0.0,1,0,0,0,0,0,0,0,0,0,782,Spring,5,8,114,595.94,160,93
Suresh Miller,+916187463722,sureshmiller335@example.com,69.03,1665.69,21280.62,20267.05,8706.32,734.11,7914.83,6473.0,760.55,1822.23,98143.1,2,7,0,0,0,5,0,0,0,1,554,Spring,3,9,48,629.63,55,44
Manoj Shah,+918127420335,manojshah997@gmail.com,275.99,3380.96,43978.86,11885.88,918.62,2657.9,5210.74,4420.59,9197.95,0.0,0.0,0,0,0,0,1,0,0,0,1,0,674,Monsoon,5,6,68,691.18,212,6
David Moore,+917425906387,davidmoore900@gmail.com,441.43,1639.4,29537.7,4612.73,2458.43,2780.35,3269.03,3107.69,2030.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,8,8,99,417.69,328,34
Rohit Wilson,+919910317247,rohitwilson477@gmail.com,347.77,3280.42,38998.06,4450.81,10403.77,851.3,5086.85,1471.82,2385.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,709,Monsoon,7,5,76,1378.89,101,20
Sanjay Shah,+916321384892,sanjayshah490@hotmail.com,182.66,1233.09,87094.83,4827.03,5706.03,1956.72,8290.43,3115.46,7849.7,0.0,0.0,0,0,0,0,0,0,0,0,1,0,867,Winter,4,8,100,541.27,279,40
Ashley Garcia,+918791027186,ashleygarcia92@hotmail.com,718.99,1578.39,21624.32,2309.94,1457.14,595.19,36191.16,3511.83,1753.96,9122.18,240534.27,0,1,0,0,0,0,0,0,13,0,618,Spring,12,7,95,1703.09,173,6
Ravi Lopez,+919746856528,ravilopez564@gmail.com,1356.66,2622.43,45796.79,5124.98,2277.2,3763.93,36473.98,2936.69,4389.0,800.17,28081.44,0,0,0,0,0,0,0,0,0,0,900,Summer,3,8,81,1297.52,252,95
Meera Malhotra,+916977046129,meeramalhotra774@gmail.com,78.35,1958.26,35004.48,26496.79,4963.36,4288.39,12197.88,2350.02,2997.94,0.0,0.0,0,0,1,0,0,0,0,0,0,0,764,Spring,4,9,89,1693.01,153,42
Rohit Yadav,+917905584866,rohityadav180@hotmail.com,131.72,1464.48,39062.37,52895.19,903.96,2913.94,4593.49,4715.07,724.65,5863.72,199448.36,0,0,0,0,0,0,0,0,0,0,900,Summer,7,7,98,734.01,229,36
Arjun Smith,+919419410162,arjunsmith67@hotmail.com,361.41,5019.89,34013.48,5896.58,4567.73,1798.72,4973.16,7948.52,1178.73,2670.21,60539.92,0,0,0,0,0,0,0,0,0,0,759,Winter,8,8,87,450.36,182,88
Nisha Davis,+916625217504,nishadavis260@outlook.com,249.27,2338.89,37095.66,11998.72,10261.57,2493.08,25102.79,2247.41,1993.71,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,16,8,85,4863.56,232,19
Robert Nair,+916730074215,robertnair189@gmail.com,271.31,1250.0,32924.68,7941.1,5364.2,1408.99,34962.91,1934.86,406.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,11,8,82,596.4,234,41
Ashley Tiwari,+918137464556,ashleytiwari944@outlook.com,277.78,1977.81,20501.0,5234.97,6610.66,2858.41,14984.56,10589.73,3751.55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,687,Monsoon,7,6,90,881.78,122,29
Suresh Martinez,+918739779525,sureshmartinez270@example.com,259.95,2183.05,52272.49,5865.9,6014.93,1604.77,35067.57,27342.82,1865.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,798,Winter,4,8,100,77.44,234,74
Joseph Sharma,+919860782736,josephsharma833@example.com,352.43,2545.73,27922.02,5698.9,1514.18,1020.71,55933.05,7726.08,18854.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,894,Winter,12,10,83,2858.22,151,22
Amanda Anderson,+916678500147,amandaanderson85@example.com,297.12,1467.39,57136.42,14735.03,4859.41,1766.3,4835.87,1190.05,21415.45,0.0,0.0,0,0,1,0,0,0,0,0,0,0,658,Winter,8,7,74,938.48,143,73
Jennifer Bansal,+918744220825,jenniferbansal995@example.com,377.46,7667.34,31150.38,16039.17,1787.55,1028.04,139558.59,8454.14,5315.1,0.0,0.0,0,0,4,0,0,0,0,0,0,0,781,Winter,10,3,102,422.79,28,1
Sunita Bansal,+916855630484,sunitabansal403@example.com,591.42,653.73,40480.69,4540.0,919.15,1604.58,1406.77,3891.52,357.27,0.0,0.0,0,0,2,4,3,0,0,0,0,0,637,Summer,8,6,61,1084.85,143,17
Meera Jones,+918456389272,meerajones377@outlook.com,178.87,2104.75,18622.87,2823.99,14359.74,948.46,4894.53,3018.5,1414.41,0.0,0.0,0,0,0,0,4,0,0,0,0,0,712,Winter,11,7,96,803.67,54,1
Thomas Malhotra,+916094229853,thomasmalhotra859@example.com,176.03,1423.99,90186.84,827.4,2057.84,4049.33,6466.38,8075.11,2263.06,0.0,0.0,0,4,0,3,0,5,0,2,0,0,644,Winter,6,7,73,1780.96,258,55
Aarav Taylor,+919715436184,aaravtaylor712@gmail.com,289.1,1528.76,24387.17,2780.22,1730.23,413.36,3082.48,2885.31,4345.34,0.0,0.0,0,0,0,0,0,2,0,0,0,0,661,Spring,4,6,79,654.68,133,15
Arun Pandey,+918607324296,arunpandey831@hotmail.com,694.57,3174.36,16267.06,5782.55,1201.84,3831.38,4755.15,1845.45,3126.77,0.0,0.0,0,0,0,0,0,0,0,1,0,0,847,Monsoon,7,10,124,553.57,112,42
Richard Iyer,+918666707262,richardiyer266@yahoo.com,110.39,1562.1,22647.64,7209.1,879.52,2558.16,5576.84,2708.22,1976.62,0.0,0.0,0,2,0,0,0,0,1,1,3,0,645,Summer,7,3,70,1263.31,109,56
Richard Singh,+917326856608,richardsingh817@example.com,262.76,1403.74,33679.72,21480.55,791.36,580.82,9347.09,3788.53,3309.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,10,13,58,578.02,133,98
Jennifer Brown,+919145461251,jenniferbrown144@gmail.com,161.27,1492.8,32171.5,548.87,1655.93,1020.87,11670.3,2172.11,2047.25,0.0,0.0,0,7,0,0,0,0,0,0,0,0,773,Winter,4,2,120,1223.92,221,13
Ravi Miller,+916754368373,ravimiller215@yahoo.com,584.92,2281.79,50741.21,7360.72,1472.09,1226.85,15236.0,2223.09,1147.11,6055.93,128820.53,0,0,0,0,0,0,0,0,0,0,851,Winter,8,9,69,1037.06,108,0
Emma Gonzalez,+919923396682,emmagonzalez289@yahoo.com,77.66,3601.18,37708.17,3209.87,12014.24,1378.63,5494.72,9030.34,24792.6,8753.15,176991.23,0,4,0,0,0,0,0,0,0,0,760,Winter,10,4,116,668.11,198,56
Michael Malhotra,+919206447974,michaelmalhotra901@hotmail.com,405.53,1612.79,43085.63,15000.7,2324.38,3614.69,1513.1,45493.67,2896.63,4784.59,107467.78,0,1,0,3,0,0,0,0,1,0,784,Summer,5,6,77,179.36,228,121
Sunita Gupta,+916604546780,sunitagupta782@yahoo.com,227.01,2475.44,38324.94,4508.92,1400.95,1305.58,8812.73,8730.34,7269.69,0.0,0.0,2,0,0,0,0,1,0,0,0,0,766,Spring,0,4,68,4907.41,93,88
Lisa Brown,+916387847884,lisabrown819@example.com,1021.01,5081.19,21246.9,6536.8,1546.95,1284.58,38882.94,3131.79,3521.36,1850.33,152216.18,3,0,0,0,0,0,0,0,0,0,700,Summer,6,9,56,641.09,230,120
Karan Anderson,+916530809576,karananderson475@hotmail.com,97.8,4895.72,15527.06,12250.62,611.52,2424.28,5726.53,17325.97,1682.16,296.38,19778.84,0,0,0,0,0,0,0,2,0,0,744,Winter,7,2,79,680.8,136,1
Jennifer Jones,+919532255403,jenniferjones663@hotmail.com,163.17,2770.32,63509.23,14027.17,944.34,3359.77,4769.69,7683.16,760.95,1728.61,110589.89,2,0,0,0,0,0,0,0,0,0,694,Summer,7,11,77,253.23,233,42
Amanda Pandey,+918024977737,amandapandey35@outlook.com,243.14,2706.74,85642.44,13593.13,11269.98,1503.96,4545.39,2937.39,2024.19,1818.06,42166.17,0,0,0,0,0,0,0,0,0,0,900,Winter,5,10,84,1191.2,222,63
Ashley Pandey,+918781645815,ashleypandey74@example.com,773.14,2139.87,76969.58,12072.37,1525.66,6057.11,8912.4,1920.84,17352.31,0.0,0.0,0,0,0,0,0,0,0,0,0,0,721,Winter,4,10,126,187.44,122,28
